0.000000e+00	-4.500000e-02	-4.500000e-02	
1.000000e-05	-4.500025e-02	-4.500025e-02	
2.000000e-05	-4.500787e-02	-4.500787e-02	
3.000000e-05	-4.501549e-02	-4.501549e-02	
4.000000e-05	-4.502311e-02	-4.502311e-02	
5.000000e-05	-4.503072e-02	-4.503072e-02	
6.000000e-05	-4.503833e-02	-4.503833e-02	
7.000000e-05	-4.504593e-02	-4.504593e-02	
8.000000e-05	-4.505353e-02	-4.505353e-02	
9.000000e-05	-4.506112e-02	-4.506112e-02	
1.000000e-04	-4.506871e-02	-4.506871e-02	
1.100000e-04	-4.507630e-02	-4.507630e-02	
1.200000e-04	-4.508388e-02	-4.508388e-02	
1.300000e-04	-4.509146e-02	-4.509146e-02	
1.400000e-04	-4.509904e-02	-4.509904e-02	
1.500000e-04	-4.510661e-02	-4.510661e-02	
1.600000e-04	-4.511417e-02	-4.511417e-02	
1.700000e-04	-4.512173e-02	-4.512173e-02	
1.800000e-04	-4.512929e-02	-4.512929e-02	
1.900000e-04	-4.513685e-02	-4.513685e-02	
2.000000e-04	-4.514440e-02	-4.514440e-02	
2.100000e-04	-4.515194e-02	-4.515194e-02	
2.200000e-04	-4.515948e-02	-4.515948e-02	
2.300000e-04	-4.516702e-02	-4.516702e-02	
2.400000e-04	-4.517455e-02	-4.517455e-02	
2.500000e-04	-4.518208e-02	-4.518208e-02	
2.600000e-04	-4.518961e-02	-4.518961e-02	
2.700000e-04	-4.519713e-02	-4.519713e-02	
2.800000e-04	-4.520464e-02	-4.520464e-02	
2.900000e-04	-4.521216e-02	-4.521216e-02	
3.000000e-04	-4.521967e-02	-4.521967e-02	
3.100000e-04	-4.522717e-02	-4.522717e-02	
3.200000e-04	-4.523467e-02	-4.523467e-02	
3.300000e-04	-4.524217e-02	-4.524217e-02	
3.400000e-04	-4.524966e-02	-4.524966e-02	
3.500000e-04	-4.525715e-02	-4.525715e-02	
3.600000e-04	-4.526463e-02	-4.526463e-02	
3.700000e-04	-4.527211e-02	-4.527211e-02	
3.800000e-04	-4.527959e-02	-4.527959e-02	
3.900000e-04	-4.528706e-02	-4.528706e-02	
4.000000e-04	-4.529453e-02	-4.529453e-02	
4.100000e-04	-4.530199e-02	-4.530199e-02	
4.200000e-04	-4.530945e-02	-4.530945e-02	
4.300000e-04	-4.531691e-02	-4.531691e-02	
4.400000e-04	-4.532436e-02	-4.532436e-02	
4.500000e-04	-4.533181e-02	-4.533181e-02	
4.600000e-04	-4.533925e-02	-4.533925e-02	
4.700000e-04	-4.534669e-02	-4.534669e-02	
4.800000e-04	-4.535412e-02	-4.535412e-02	
4.900000e-04	-4.536156e-02	-4.536156e-02	
5.000000e-04	-4.536898e-02	-4.536898e-02	
5.100000e-04	-4.537641e-02	-4.537641e-02	
5.200000e-04	-4.538382e-02	-4.538382e-02	
5.300000e-04	-4.539124e-02	-4.539124e-02	
5.400000e-04	-4.539865e-02	-4.539865e-02	
5.500000e-04	-4.540606e-02	-4.540606e-02	
5.600000e-04	-4.541346e-02	-4.541346e-02	
5.700000e-04	-4.542086e-02	-4.542086e-02	
5.800000e-04	-4.542825e-02	-4.542825e-02	
5.900000e-04	-4.543564e-02	-4.543564e-02	
6.000000e-04	-4.544303e-02	-4.544303e-02	
6.100000e-04	-4.545041e-02	-4.545041e-02	
6.200000e-04	-4.545779e-02	-4.545779e-02	
6.300000e-04	-4.546517e-02	-4.546517e-02	
6.400000e-04	-4.547254e-02	-4.547254e-02	
6.500000e-04	-4.547990e-02	-4.547990e-02	
6.600000e-04	-4.548726e-02	-4.548726e-02	
6.700000e-04	-4.549462e-02	-4.549462e-02	
6.800000e-04	-4.550198e-02	-4.550198e-02	
6.900000e-04	-4.550933e-02	-4.550933e-02	
7.000000e-04	-4.551667e-02	-4.551667e-02	
7.100000e-04	-4.552401e-02	-4.552401e-02	
7.200000e-04	-4.553135e-02	-4.553135e-02	
7.300000e-04	-4.553869e-02	-4.553869e-02	
7.400000e-04	-4.554601e-02	-4.554601e-02	
7.500000e-04	-4.555334e-02	-4.555334e-02	
7.600000e-04	-4.556066e-02	-4.556066e-02	
7.700000e-04	-4.556798e-02	-4.556798e-02	
7.800000e-04	-4.557529e-02	-4.557529e-02	
7.900000e-04	-4.558260e-02	-4.558260e-02	
8.000000e-04	-4.558991e-02	-4.558991e-02	
8.100000e-04	-4.559721e-02	-4.559721e-02	
8.200000e-04	-4.560451e-02	-4.560451e-02	
8.300000e-04	-4.561180e-02	-4.561180e-02	
8.400000e-04	-4.561909e-02	-4.561909e-02	
8.500000e-04	-4.562637e-02	-4.562637e-02	
8.600000e-04	-4.563366e-02	-4.563366e-02	
8.700000e-04	-4.564093e-02	-4.564093e-02	
8.800000e-04	-4.564821e-02	-4.564821e-02	
8.900000e-04	-4.565548e-02	-4.565548e-02	
9.000000e-04	-4.566274e-02	-4.566274e-02	
9.100000e-04	-4.567000e-02	-4.567000e-02	
9.200000e-04	-4.567726e-02	-4.567726e-02	
9.300000e-04	-4.568451e-02	-4.568451e-02	
9.400000e-04	-4.569176e-02	-4.569176e-02	
9.500000e-04	-4.569901e-02	-4.569901e-02	
9.600000e-04	-4.570625e-02	-4.570625e-02	
9.700000e-04	-4.571348e-02	-4.571348e-02	
9.800000e-04	-4.572072e-02	-4.572072e-02	
9.900000e-04	-4.572795e-02	-4.572795e-02	
1.000000e-03	-4.573517e-02	-4.573517e-02	
1.010000e-03	-4.574239e-02	-4.574239e-02	
1.020000e-03	-4.574961e-02	-4.574961e-02	
1.030000e-03	-4.575682e-02	-4.575682e-02	
1.040000e-03	-4.576403e-02	-4.576403e-02	
1.050000e-03	-4.577123e-02	-4.577123e-02	
1.060000e-03	-4.577844e-02	-4.577844e-02	
1.070000e-03	-4.578563e-02	-4.578563e-02	
1.080000e-03	-4.579283e-02	-4.579283e-02	
1.090000e-03	-4.580001e-02	-4.580001e-02	
1.100000e-03	-4.580720e-02	-4.580720e-02	
1.110000e-03	-4.581438e-02	-4.581438e-02	
1.120000e-03	-4.582156e-02	-4.582156e-02	
1.130000e-03	-4.582873e-02	-4.582873e-02	
1.140000e-03	-4.583590e-02	-4.583590e-02	
1.150000e-03	-4.584306e-02	-4.584306e-02	
1.160000e-03	-4.585022e-02	-4.585022e-02	
1.170000e-03	-4.585738e-02	-4.585738e-02	
1.180000e-03	-4.586453e-02	-4.586453e-02	
1.190000e-03	-4.587168e-02	-4.587168e-02	
1.200000e-03	-4.587883e-02	-4.587883e-02	
1.210000e-03	-4.588597e-02	-4.588597e-02	
1.220000e-03	-4.589310e-02	-4.589310e-02	
1.230000e-03	-4.590024e-02	-4.590024e-02	
1.240000e-03	-4.590737e-02	-4.590737e-02	
1.250000e-03	-4.591449e-02	-4.591449e-02	
1.260000e-03	-4.592161e-02	-4.592161e-02	
1.270000e-03	-4.592873e-02	-4.592873e-02	
1.280000e-03	-4.593584e-02	-4.593584e-02	
1.290000e-03	-4.594295e-02	-4.594295e-02	
1.300000e-03	-4.595005e-02	-4.595005e-02	
1.310000e-03	-4.595715e-02	-4.595715e-02	
1.320000e-03	-4.596425e-02	-4.596425e-02	
1.330000e-03	-4.597134e-02	-4.597134e-02	
1.340000e-03	-4.597843e-02	-4.597843e-02	
1.350000e-03	-4.598552e-02	-4.598552e-02	
1.360000e-03	-4.599260e-02	-4.599260e-02	
1.370000e-03	-4.599968e-02	-4.599968e-02	
1.380000e-03	-4.600675e-02	-4.600675e-02	
1.390000e-03	-4.601382e-02	-4.601382e-02	
1.400000e-03	-4.602088e-02	-4.602088e-02	
1.410000e-03	-4.602794e-02	-4.602794e-02	
1.420000e-03	-4.603500e-02	-4.603500e-02	
1.430000e-03	-4.604205e-02	-4.604205e-02	
1.440000e-03	-4.604910e-02	-4.604910e-02	
1.450000e-03	-4.605615e-02	-4.605615e-02	
1.460000e-03	-4.606319e-02	-4.606319e-02	
1.470000e-03	-4.607023e-02	-4.607023e-02	
1.480000e-03	-4.607726e-02	-4.607726e-02	
1.490000e-03	-4.608429e-02	-4.608429e-02	
1.500000e-03	-4.609132e-02	-4.609132e-02	
1.510000e-03	-4.609834e-02	-4.609834e-02	
1.520000e-03	-4.610535e-02	-4.610535e-02	
1.530000e-03	-4.611237e-02	-4.611237e-02	
1.540000e-03	-4.611938e-02	-4.611938e-02	
1.550000e-03	-4.612638e-02	-4.612638e-02	
1.560000e-03	-4.613338e-02	-4.613338e-02	
1.570000e-03	-4.614038e-02	-4.614038e-02	
1.580000e-03	-4.614738e-02	-4.614738e-02	
1.590000e-03	-4.615437e-02	-4.615437e-02	
1.600000e-03	-4.616135e-02	-4.616135e-02	
1.610000e-03	-4.616833e-02	-4.616833e-02	
1.620000e-03	-4.617531e-02	-4.617531e-02	
1.630000e-03	-4.618229e-02	-4.618229e-02	
1.640000e-03	-4.618926e-02	-4.618926e-02	
